2025-02-06 16:59:25:385  {"uuid": "b65ec250-b108-4f42-983d-aba9ccd5a6cb", "url": "https://shushilda.com/catalog/sims-4-cc/shoes-sims4/adidas-superstar-ts4/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_16.59.20", "filename": null, "previous": null}
2025-02-06 16:59:25:780  {"uuid": "bca352e9-e032-444e-a9f7-377b16b0f6ef", "url": "https://www.candysims.com/snowflakeboots", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_16.59.20", "filename": null, "previous": {"uuid": "7df95ce9-fd13-4dfb-bdd0-241847021658", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1675093910&key=f987fc317309e21ce0fdadaaa140c47e&cid=319350", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_16.59.20", "filename": "snowflake boots", "previous": {"uuid": "d01de6e5-2787-47a7-a7f2-d96d1942f6be", "url": "https://www.simsfinds.com/continue?key=f987fc317309e21ce0fdadaaa140c47e", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_16.59.20", "filename": "snowflake boots", "previous": {"uuid": "5f176f3f-4356-4a94-9b91-c3290cc0d8b2", "url": "https://www.simsfinds.com/downloads/319350/snowflake-boots-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_16.59.20", "filename": "snowflake boots", "previous": null}}}}
2025-02-06 17:31:00:380  {"uuid": "5b99c70a-f004-4c01-8c2f-0557b6c624a6", "url": "https://www.thesimsresource.com/members/ForLima/downloads/details/category/sims4-clothing-female-elder-everyday/title/senna-jumpsuit/id/1727491/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "6b368f11-2721-4f98-b2d6-6b3b33a5613e", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1736226158&key=74c505ed171d5a3e6cdd02bca31f09ad&cid=359625", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Senna Jumpsuit by ForLima", "previous": {"uuid": "fbcd0b8d-7dbf-4fb4-8748-f660e8309571", "url": "https://www.simsfinds.com/continue?key=74c505ed171d5a3e6cdd02bca31f09ad", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Senna Jumpsuit by ForLima", "previous": {"uuid": "5e188b5c-8dfe-41ba-aac8-b7e45ab142d2", "url": "https://www.simsfinds.com/downloads/359625/senna-jumpsuit-by-forlima-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Senna Jumpsuit by ForLima", "previous": null}}}}
2025-02-06 17:31:00:383  {"uuid": "a02c389c-ccce-406f-8533-0146a558ae9f", "url": "https://simsbymets4.blogspot.com/2021/03/km-glam-jumpsuit.html", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "01906b0f-a1f2-420c-b866-1bef570caff9", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1641684593&key=ad06d26fbe8491a7510334cca20e2f79&cid=275836", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "[KM] Glam Jumpsuit", "previous": {"uuid": "d919d2ea-1c10-4f73-b1cc-73dc58ce3791", "url": "https://www.simsfinds.com/continue?key=ad06d26fbe8491a7510334cca20e2f79", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "[KM] Glam Jumpsuit", "previous": {"uuid": "a43fac8c-a793-4fbf-97d9-95347cac2ab5", "url": "https://www.simsfinds.com/downloads/275836/km-glam-jumpsuit-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "[KM] Glam Jumpsuit", "previous": null}}}}
2025-02-06 17:31:00:383  {"uuid": "3a9d9fee-92fb-4d14-908a-5228fd2316d9", "url": "https://www.thesimsresource.com/downloads/details/category/sims4-clothing-female-teenadultelder-everyday/title/camuflaje-ivy-romper/id/1503073/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "dad719fc-50ca-4d26-a176-e581083e10ac", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1597769734&key=fa5cabec922d1e675106818e75f04b9d&cid=233120", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Camuflaje - Ivy &#40;Romper&#41;", "previous": {"uuid": "4500ca04-db3b-4852-93e1-aae6ca83b38a", "url": "https://www.simsfinds.com/continue?key=fa5cabec922d1e675106818e75f04b9d", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Camuflaje - Ivy &#40;Romper&#41;", "previous": {"uuid": "e92bdae7-801a-42e2-8c47-fb127b5fa83b", "url": "https://www.simsfinds.com/downloads/233120/camuflaje-ivy-romper-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Camuflaje - Ivy &#40;Romper&#41;", "previous": null}}}}
2025-02-06 17:31:00:385  {"uuid": "35264a4a-3ec5-41b9-a9a5-cc7fc7d7da3d", "url": "https://www.thesimsresource.com/downloads/details/category/sims4-clothing-female-teenadultelder-everyday/title/desire-jumpsuit/id/1440470/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "ede64d2d-a213-4bcc-aacb-bb7a9492b92a", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1550504113&key=52db3e71a1588e74eeaab9e0420eda39&cid=145803", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Desire Jumpsuit", "previous": {"uuid": "b179dba3-1bf1-4154-9eed-78d5d1c2036e", "url": "https://www.simsfinds.com/continue?key=52db3e71a1588e74eeaab9e0420eda39", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Desire Jumpsuit", "previous": {"uuid": "c9dee464-d979-4062-a2bd-f9538163c49a", "url": "https://www.simsfinds.com/downloads/145803/desire-jumpsuit-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Desire Jumpsuit", "previous": null}}}}
2025-02-06 17:31:00:392  {"uuid": "839cf395-309e-4bec-8d52-cb91286a71d8", "url": "https://www.thesimsresource.com/downloads/details/category/sims4-clothing-female-teenadultelder-everyday/title/claudio-jumpsuit-%7C%7C-christopher067/id/1421709/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "6cd1f384-1cef-4422-b4c6-129667a3b1c4", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1532392732&key=f484e0f2124d474bb89d5b1753e86383&cid=120964", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Claudio Jumpsuit || Christopher067", "previous": {"uuid": "e023ca8d-4c7a-42f5-a156-62dbda0a9ab1", "url": "https://www.simsfinds.com/continue?key=f484e0f2124d474bb89d5b1753e86383", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Claudio Jumpsuit || Christopher067", "previous": {"uuid": "022aec7a-2066-4305-97b0-52ca143e2937", "url": "https://www.simsfinds.com/downloads/120964/claudio-jumpsuit-christopher067-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Claudio Jumpsuit || Christopher067", "previous": null}}}}
2025-02-06 17:31:00:392  {"uuid": "b9dd6207-801c-47cf-af43-f276d7c7fe37", "url": "https://shushilda.com/catalog/sims-4-cc/female-clothes-sims-4/denim-jumpsuit/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "c0095b44-8ada-4136-afc2-3111c4d75ee8", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1671632080&key=9567f6383d8fd2b7e9bfa622a5dcd4f7&cid=317417", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Denim jumpsuit", "previous": {"uuid": "ba5cf8a0-b0e9-4bbe-8aa6-c4125669eeeb", "url": "https://www.simsfinds.com/continue?key=9567f6383d8fd2b7e9bfa622a5dcd4f7", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Denim jumpsuit", "previous": {"uuid": "accd983d-a4ae-4f7d-a16b-34179b3b6440", "url": "https://www.simsfinds.com/downloads/317417/denim-jumpsuit-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Denim jumpsuit", "previous": null}}}}
2025-02-06 17:31:00:399  {"uuid": "75911d25-bc9d-4c9f-b345-9a470a528383", "url": "https://cubersims.tumblr.com/post/613144139733909504/165-download-marry-the-night-bodysuit-in-my-head", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "88a43874-3500-4bcf-92d0-8ef968709ac5", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1584813027&key=67531f05888af75a526b07df6c4aec32&cid=202810", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Marry The Night Bodysuit", "previous": {"uuid": "e6737bb1-5b09-493a-988f-e6db808195f8", "url": "https://www.simsfinds.com/continue?key=67531f05888af75a526b07df6c4aec32", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Marry The Night Bodysuit", "previous": {"uuid": "5996df0f-2f9a-493b-a568-39fed606dfba", "url": "https://www.simsfinds.com/downloads/202810/marry-the-night-bodysuit-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Marry The Night Bodysuit", "previous": null}}}}
2025-02-06 17:31:00:399  {"uuid": "41ce8bd3-84a0-4f2e-92e4-f6d60379920f", "url": "https://www.thesimsresource.com/downloads/details/category/sims4-clothing-female-teenadultelder-everyday/title/workout-empire--power--jumpsuit/id/1397682/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "782fa59e-f075-4413-8d2d-f7c5793442e8", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1516283703&key=098132b1644a8c2537416fe7e8877f84&cid=100154", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Workout Empire   Power   Jumpsuit", "previous": {"uuid": "25dfb702-3379-4eb3-b9cc-b8efff293e7b", "url": "https://www.simsfinds.com/continue?key=098132b1644a8c2537416fe7e8877f84", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Workout Empire   Power   Jumpsuit", "previous": {"uuid": "85c41f62-b808-4c41-91cd-a4ad3fc4d323", "url": "https://www.simsfinds.com/downloads/100154/workout-empire-power-jumpsuit-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Workout Empire   Power   Jumpsuit", "previous": null}}}}
2025-02-06 17:31:00:400  {"uuid": "182044da-73d5-46ef-ad9b-2e80001c20f6", "url": "https://www.simmerkate.co.uk/single-post/sunglasses-set", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "7dc38415-387a-49f2-bd3a-bbcb60294f57", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1687138561&key=a53aeb485d625f2e2a1afc1dff36c6a7&cid=325316", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Sunglasses Set", "previous": {"uuid": "3f51d13f-c325-43bf-8eeb-def78724a937", "url": "https://www.simsfinds.com/continue?key=a53aeb485d625f2e2a1afc1dff36c6a7", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Sunglasses Set", "previous": {"uuid": "0eee615d-ee2a-4d1a-bc97-dc9a4dfae357", "url": "https://www.simsfinds.com/downloads/325316/sunglasses-set-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Sunglasses Set", "previous": null}}}}
2025-02-06 17:31:00:413  {"uuid": "2e700e77-6841-423e-981c-fd1724edcfa2", "url": "https://www.thesimsresource.com/downloads/details/category/sims4-clothing-female-teenadultelder-party/title/crisscross-jumpsuit/id/1434485/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "ab6d7658-a4fc-4e2f-82ce-f0f6f6928a8a", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1544455433&key=1bd8938c612a80ee6db02a3764008fde&cid=137571", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Crisscross Jumpsuit", "previous": {"uuid": "fffc26d8-eb6e-4b7f-bae3-0ccc918b85a1", "url": "https://www.simsfinds.com/continue?key=1bd8938c612a80ee6db02a3764008fde", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Crisscross Jumpsuit", "previous": {"uuid": "6abfbc9f-93c7-4d60-884d-e8be469e8e36", "url": "https://www.simsfinds.com/downloads/137571/crisscross-jumpsuit-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Crisscross Jumpsuit", "previous": null}}}}
2025-02-06 17:31:00:416  {"uuid": "51746db4-3e2b-4e5c-a3eb-85805b6d4f38", "url": "https://ruchellsims-cc.blogspot.com/2022/08/mar-plataform-sllipers-free.html", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "00853b14-d008-4a13-a4f4-5b5eb78f9f4f", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1659584902&key=593e5385a4c3683dc6f145964fe96265&cid=310039", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "MAR PLATAFORM SLLIPERS - FREE", "previous": {"uuid": "d00b1044-7670-4e37-9e8f-a121654947a2", "url": "https://www.simsfinds.com/continue?key=593e5385a4c3683dc6f145964fe96265", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "MAR PLATAFORM SLLIPERS - FREE", "previous": {"uuid": "0e4bcb8b-032c-4d23-960a-85ae180c9698", "url": "https://www.simsfinds.com/downloads/310039/mar-plataform-sllipers-free-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "MAR PLATAFORM SLLIPERS - FREE", "previous": null}}}}
2025-02-06 17:31:00:416  {"uuid": "140ad74a-b142-48a3-8924-cc95e7864c79", "url": "https://www.thesimsresource.com/downloads/details/category/sims4-clothing-female-elder-everyday/title/elise-zip-yoga-suit/id/1726016/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "6ed16389-1eed-49da-b5e2-a4fccf423440", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1734764531&key=a5c2477761b6f697cd7b23eb4b23841d&cid=358697", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "ELISE - ZIP YOGA SUIT by linavees", "previous": {"uuid": "927a0bec-5399-4dfc-b31d-edc5e848bb19", "url": "https://www.simsfinds.com/continue?key=a5c2477761b6f697cd7b23eb4b23841d", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "ELISE - ZIP YOGA SUIT by linavees", "previous": {"uuid": "16a98e58-d5b4-40a1-9e98-c397b9a97700", "url": "https://www.simsfinds.com/downloads/358697/elise-zip-yoga-suit-by-linavees-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "ELISE - ZIP YOGA SUIT by linavees", "previous": null}}}}
2025-02-06 17:31:00:416  {"uuid": "b3c3ab51-4fe2-408d-96e7-398185ebe4d7", "url": "https://shushilda.com/catalog/sims-4-cc/shoes-sims4/adidas-superstar-ts4/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "460856e7-e96c-4042-8a86-6d4a34e8ad4e", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1649559652&key=22b295cfc468082e36b9ec9b1498d85f&cid=303572", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "TS4 Adidas superstar", "previous": {"uuid": "b5d0d6bf-9133-4fd0-995f-3d92b6b2895b", "url": "https://www.simsfinds.com/continue?key=22b295cfc468082e36b9ec9b1498d85f", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "TS4 Adidas superstar", "previous": {"uuid": "074a6021-7cc3-4e27-9d93-19c953e2e43b", "url": "https://www.simsfinds.com/downloads/303572/ts4-adidas-superstar-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "TS4 Adidas superstar", "previous": null}}}}
2025-02-06 17:31:00:416  {"uuid": "a66d2478-21e1-4bcf-bf47-bef4f138a9f3", "url": "https://www.thesimsresource.com/downloads/details/category/sims4-clothing-female-teenadultelder-everyday/title/belaloallure_sky-jumpsuit/id/1477211/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "8d915e9c-ac0b-4607-9150-4f59132eddbb", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1581452121&key=bc6f1f4d2db72e938f513d949560a0af&cid=195603", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Belaloallure_Sky jumpsuit", "previous": {"uuid": "8161e7ae-90a6-47c4-a920-f8bbc85fcad4", "url": "https://www.simsfinds.com/continue?key=bc6f1f4d2db72e938f513d949560a0af", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Belaloallure_Sky jumpsuit", "previous": {"uuid": "6c1b7c2d-b1ac-4d39-8549-ba68deedba2d", "url": "https://www.simsfinds.com/downloads/195603/belaloallure-sky-jumpsuit-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Belaloallure_Sky jumpsuit", "previous": null}}}}
2025-02-06 17:31:00:416  {"uuid": "f70ba9d6-bbd0-4725-b386-6c02e91b07e0", "url": "http://simfil.es/414166/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "fc7efb99-444b-4bd8-9f93-e426c7424bbd", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1515526394&key=417bfe7270d9a60ca98e1a6a619984e8&cid=99591", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Frieda Jumpsuit by Genius", "previous": {"uuid": "c34d06af-4d10-4c2e-8f74-1be5aade9a88", "url": "https://www.simsfinds.com/continue?key=417bfe7270d9a60ca98e1a6a619984e8", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Frieda Jumpsuit by Genius", "previous": {"uuid": "9757fb2c-ff61-42dd-8cd3-377ca9014648", "url": "https://www.simsfinds.com/downloads/99591/frieda-jumpsuit-by-genius-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Frieda Jumpsuit by Genius", "previous": null}}}}
2025-02-06 17:31:00:417  {"uuid": "512567ce-4381-4cd3-b740-eba95b2f49d1", "url": "https://kiegross.tumblr.com/post/176413671758/bab-bitch-outfits-adult-elder-custom", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "6a8f8261-c3ac-46e1-81d7-1fa032fb3cc2", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1533575049&key=aaaa8729a95fd68b0f44ffdde88b545c&cid=122514", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "BAB B.I.T.C.H by kiegross", "previous": {"uuid": "ce4ecb5a-ed74-4f06-87a1-c8a64b1a5b8c", "url": "https://www.simsfinds.com/continue?key=aaaa8729a95fd68b0f44ffdde88b545c", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "BAB B.I.T.C.H by kiegross", "previous": {"uuid": "edae14a5-5b11-422b-95d8-4c2318c9002f", "url": "https://www.simsfinds.com/downloads/122514/bab-b-i-t-c-h-by-kiegross-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "BAB B.I.T.C.H by kiegross", "previous": null}}}}
2025-02-06 17:31:00:417  {"uuid": "525a2f6a-7c16-42ee-94b8-a239de7fa5b3", "url": "https://www.thesimsresource.com/downloads/details/category/sims4-clothing-female-teenadultelder-everyday/title/s4-serena-jumpsuit/id/1438128/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "8f6312ab-2768-43af-ba8e-ad13e0701ca3", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1547834216&key=a9e040e73c808b6810ad6a1aaa5a330e&cid=142199", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "S4 Serena Jumpsuit", "previous": {"uuid": "095df50e-ad9d-49db-a772-b281bed1ed0b", "url": "https://www.simsfinds.com/continue?key=a9e040e73c808b6810ad6a1aaa5a330e", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "S4 Serena Jumpsuit", "previous": {"uuid": "6fd53c0b-d22b-4794-a735-319b03210d61", "url": "https://www.simsfinds.com/downloads/142199/s4-serena-jumpsuit-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "S4 Serena Jumpsuit", "previous": null}}}}
2025-02-06 17:31:00:424  {"uuid": "f60b7e2f-e441-4e22-9b54-731ce7a0b1a8", "url": "https://busra-tr.tumblr.com/post/743590735466643456/romper-bd1207", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "7f36b177-3ab9-44a3-9e31-fdabeb6f10a1", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1709219578&key=a83c089008532624ec8f0d3cca884e9c&cid=341522", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "&#128420; ROMPER BD1207 &#128420;", "previous": {"uuid": "4669f3b7-ecfc-4bd6-8c0b-13c3575270be", "url": "https://www.simsfinds.com/continue?key=a83c089008532624ec8f0d3cca884e9c", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "&#128420; ROMPER BD1207 &#128420;", "previous": {"uuid": "dea6f8c4-2c2c-4641-b268-965b78d0a533", "url": "https://www.simsfinds.com/downloads/341522/romper-bd1207-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "&#128420; ROMPER BD1207 &#128420;", "previous": null}}}}
